taster_name,Abouriou,Agiorgitiko,Aglianico,Aidani,Airen,Albana,Albanello,Albariño,Aleatico,Alfrocheiro,Alicante,Alicante Bouschet,Aligoté,Alsace white blend,Altesse,Alvarelhão,Alvarinho,Alvarinho-Chardonnay,Antão Vaz,Apple,Aragonez,Aragonês,Argaman,Arinto,Arneis,Asprinio,Assyrtico,Assyrtiko,Athiri,Austrian Red Blend,Austrian white blend,Auxerrois,Avesso,Azal,Babić,Babosa Negro,Bacchus,Baco Noir,Baga,Baga-Touriga Nacional,Barbera,Barbera-Nebbiolo,Bastardo,Biancu Gentile,Bical,Black Muscat,Blanc du Bois,Blatina,Blauburger,Blauburgunder,Blauer Portugieser,Blaufränkisch,Bobal,Bobal-Cabernet Sauvignon,Bonarda,Bordeaux-style Red Blend,Bordeaux-style White Blend,Bovale,Boğazkere,Braucol,Bual,Cabernet,Cabernet Blend,Cabernet Franc,Cabernet Franc-Cabernet Sauvignon,Cabernet Franc-Carmenère,Cabernet Franc-Lemberger,Cabernet Franc-Malbec,Cabernet Franc-Merlot,Cabernet Merlot,Cabernet Moravia,Cabernet Pfeffer,Cabernet Sauvignon,Cabernet Sauvignon Grenache,Cabernet Sauvignon-Cabernet Franc,Cabernet Sauvignon-Carmenère,Cabernet Sauvignon-Malbec,Cabernet Sauvignon-Merlot,Cabernet Sauvignon-Merlot-Shiraz,Cabernet Sauvignon-Sangiovese,Cabernet Sauvignon-Shiraz,Cabernet Sauvignon-Syrah,Cabernet Sauvignon-Tempranillo,Cabernet-Malbec,Cabernet-Shiraz,Cabernet-Syrah,Canaiolo,Cannonau,Caprettone,Carcajolu,Carignan,Carignan-Grenache,Carignan-Syrah,Carignane,Carignano,Carineña,Cariñena-Garnacha,Carmenère,Carmenère-Cabernet Sauvignon,Carmenère-Syrah,Carricante,Casavecchia,Castelão,Catalanesca,Catarratto,Cayuga,Centesimino,Cerceal,Cercial,Cesanese,Chambourcin,Champagne Blend,Charbono,Chardonnay,Chardonnay Weissburgunder,Chardonnay-Pinot Blanc,Chardonnay-Pinot Gris,Chardonnay-Riesling,Chardonnay-Sauvignon,Chardonnay-Sauvignon Blanc,Chardonnay-Semillon,Chardonnay-Viognier,Chasselas,Chelois,Chenin Blanc,Chenin Blanc-Chardonnay,Chenin Blanc-Sauvignon Blanc,Chenin Blanc-Viognier,Chinuri,Ciliegiolo,Cinsault,Clairette,Claret,Coda di Volpe,Colombard,Colombard-Sauvignon Blanc,Colombard-Ugni Blanc,Colorino,Cortese,Corvina,Counoise,Códega do Larinho,Dafni,Debit,Diamond,Dolcetto,Dornfelder,Doña Blanca,Duras,Durella,Durif,Edelzwicker,Ekigaïna,Elbling,Emir,Encruzado,Erbaluce,Espadeiro,Falanghina,Favorita,Fer Servadou,Fernão Pires,Feteasca,Feteasca Neagra,Feteascǎ Regalǎ,Fiano,Folle Blanche,Forcallà,Francisa,Frankovka,Frappato,Freisa,Friulano,Früburgunder,Fumé Blanc,Furmint,G-S-M,Gaglioppo,Gamay,Gamay Noir,Gamza,Garganega,Garnacha,Garnacha Blanca,Garnacha Blend,Garnacha Tintorera,Garnacha-Cabernet,Garnacha-Cariñena,Garnacha-Monastrell,Garnacha-Syrah,Garnacha-Tempranillo,Gelber Muskateller,Gelber Traminer,Gewürztraminer,Gewürztraminer-Riesling,Glera,Godello,Gouveio,Graciano,Grauburgunder,Graševina,Grecanico,Grechetto,Greco,Greco Bianco,Grenache,Grenache Blanc,Grenache Blend,Grenache Gris,Grenache Noir,Grenache-Carignan,Grenache-Mourvèdre,Grenache-Shiraz,Grenache-Syrah,Grillo,Grolleau,Gros Manseng,Gros Plant,Gros and Petit Manseng,Grüner Veltliner,Hondarrabi Zuri,Hárslevelü,Incrocio Manzoni,Insolia,Inzolia,Irsai Oliver,Jacquez,Jacquère,Jaen,Jampal,Johannisberg Riesling,Kadarka,Kalecik Karasi,Kangoun,Karalahna,Karasakiz,Kekfrankos,Kerner,Kinali Yapincak,Kisi,Kotsifali,Kuntra,Lagrein,Lambrusco,Lambrusco Grasparossa,Lambrusco Salamino,Lambrusco di Sorbara,Lemberger,Listán Negro,Loin de l'Oeil,Loureiro,Loureiro-Arinto,Macabeo,Macabeo-Chardonnay,Macabeo-Moscatel,Madeira Blend,Madeleine Angevine,Magliocco,Malagousia,Malagouzia,Malagouzia-Chardonnay,Malbec,Malbec Blend,Malbec-Bonarda,Malbec-Cabernet,Malbec-Cabernet Franc,Malbec-Cabernet Sauvignon,Malbec-Carménère,Malbec-Merlot,Malbec-Petit Verdot,Malbec-Syrah,Malbec-Tannat,Malbec-Tempranillo,Malvar,Malvasia,Malvasia Bianca,Malvasia Fina,Malvasia Istriana,Malvasia Nera,Malvasia di Candia,Malvasia-Viura,Mandilaria,Mansois,Mantonico,Manzoni,Marawi,Maria Gomes,Maria Gomes-Bical,Marquette,Marsanne,Marsanne-Roussanne,Marsanne-Viognier,Marselan,Marzemino,Mataro,Maturana,Mauzac,Mavrodaphne,Mavrokalavryta,Mavrotragano,Mavroudi,Mavrud,Mazuelo,Melnik,Melon,Mencía,Meritage,Merlot,Merlot-Argaman,Merlot-Cabernet,Merlot-Cabernet Franc,Merlot-Cabernet Sauvignon,Merlot-Grenache,Merlot-Malbec,Merlot-Shiraz,Merlot-Syrah,Merlot-Tannat,Merseguera-Sauvignon Blanc,Meseguera,Misket,Mission,Molinara,Monastrell,Monastrell-Petit Verdot,Monastrell-Syrah,Mondeuse,Monica,Montepulciano,Morava,Morillon,Morio Muskat,Moscatel,Moscatel Graúdo,Moscatel Roxo,Moscatel de Alejandría,Moscato,Moscato Giallo,Moscato Rosa,Moschofilero,Moschofilero-Chardonnay,Mourvèdre,Mourvèdre-Syrah,Mtsvane,Muscadel,Muscadelle,Muscadine,Muscat,Muscat Blanc,Muscat Blanc à Petits Grains,Muscat Canelli,Muscat Hamburg,Muscat d'Alexandrie,Muscat of Alexandria,Muscatel,Muskat,Muskat Ottonel,Muskateller,Müller-Thurgau,Narince,Nascetta,Nasco,Nebbiolo,Negrette,Negroamaro,Nerello Cappuccio,Nerello Mascalese,Nero d'Avola,Nero di Troia,Neuburger,Nielluciu,Norton,Nosiola,Nuragus,Ojaleshi,Okuzgozu,Ondenc,Orange Muscat,Orangetraube,Other,Otskhanuri Sapere,Pallagrello Bianco,Pallagrello Nero,Palomino,Pansa Blanca,Papaskarasi,Parraleta,Passerina,País,Pecorino,Pedro Ximénez,Perricone,Petit Courbu,Petit Manseng,Petit Meslier,Petit Verdot,Petite Sirah,Petite Verdot,Picapoll,Picolit,Picpoul,Piedirosso,Pignoletto,Pinot Auxerrois,Pinot Bianco,Pinot Blanc,Pinot Blanc-Chardonnay,Pinot Blanc-Pinot Noir,Pinot Blanc-Viognier,Pinot Grigio,Pinot Grigio-Sauvignon Blanc,Pinot Gris,Pinot Gris-Gewürztraminer,Pinot Meunier,Pinot Nero,Pinot Noir,Pinot Noir-Gamay,Pinot Noir-Syrah,Pinot-Chardonnay,Pinotage,Pinotage-Merlot,Piquepoul Blanc,Plavac Mali,Plyto,Port,Portuguese Red,Portuguese Rosé,Portuguese Sparkling,Portuguese White,Portuguiser,Posip,Poulsard,Premsal,Prieto Picudo,Primitivo,Prié Blanc,Prosecco,Provence red blend,Provence white blend,Prunelard,Pugnitello,Rabigato,Raboso,Ramisco,Rara Neagra,Rebo,Rebula,Red Blend,Refosco,Rhône-style Red Blend,Rhône-style White Blend,Ribolla Gialla,Rieslaner,Riesling,Riesling-Chardonnay,Rivaner,Rkatsiteli,Robola,Roditis,Roditis-Moschofilero,Rolle,Romorantin,Rosado,Rosato,Rosenmuskateller,Rosé,Roter Traminer,Roter Veltliner,Rotgipfler,Roussanne,Roussanne-Marsanne,Roussanne-Viognier,Roviello,Ruché,Rufete,Ryzlink Rýnský,Sacy,Sagrantino,Sangiovese,Sangiovese Cabernet,Sangiovese Grosso,Sangiovese-Cabernet Sauvignon,Sangiovese-Syrah,Saperavi,Saperavi-Merlot,Sauvignon,Sauvignon Blanc,Sauvignon Blanc-Assyrtiko,Sauvignon Blanc-Chardonnay,Sauvignon Blanc-Chenin Blanc,Sauvignon Blanc-Sauvignon Gris,Sauvignon Blanc-Semillon,Sauvignon Blanc-Verdejo,Sauvignon Gris,Sauvignon-Sémillon,Sauvignonasse,Savagnin,Savatiano,Scheurebe,Schiava,Schwartzriesling,Sciaccerellu,Semillon-Chardonnay,Semillon-Sauvignon Blanc,Sercial,Seyval Blanc,Sherry,Shiraz,Shiraz-Cabernet,Shiraz-Cabernet Sauvignon,Shiraz-Grenache,Shiraz-Malbec,Shiraz-Mourvèdre,Shiraz-Roussanne,Shiraz-Tempranillo,Shiraz-Viognier,Sideritis,Siegerrebe,Silvaner,Silvaner-Traminer,Siria,Sirica,Sousão,Souzao,Sparkling Blend,Spätburgunder,St. Laurent,Susumaniello,Sylvaner,Symphony,Syrah,Syrah-Bonarda,Syrah-Cabernet,Syrah-Cabernet Franc,Syrah-Cabernet Sauvignon,Syrah-Carignan,Syrah-Grenache,Syrah-Grenache-Viognier,Syrah-Malbec,Syrah-Merlot,Syrah-Mourvèdre,Syrah-Petit Verdot,Syrah-Petite Sirah,Syrah-Tempranillo,Syrah-Viognier,Sämling,Sémillon,Tamianka,Tamjanika,Tannat,Tannat-Cabernet,Tannat-Cabernet Franc,Tannat-Merlot,Tannat-Syrah,Tempranillo,Tempranillo Blanco,Tempranillo Blend,Tempranillo-Cabernet Sauvignon,Tempranillo-Garnacha,Tempranillo-Malbec,Tempranillo-Merlot,Tempranillo-Shiraz,Tempranillo-Syrah,Tempranillo-Tannat,Teran,Teroldego,Teroldego Rotaliano,Terrantez,Thrapsathiri,Timorasso,Tinta Amarela,Tinta Barroca,Tinta Cao,Tinta Fina,Tinta Francisca,Tinta Madeira,Tinta Miúda,Tinta Negra Mole,Tinta Roriz,Tinta de Toro,Tinta del Pais,Tinta del Toro,Tinto Fino,Tinto Velasco,Tinto del Pais,Tocai,Tocai Friulano,Tokaji,Tokay,Tokay Pinot Gris,Torbato,Torontel,Torrontés,Touriga,Touriga Franca,Touriga Nacional,Touriga Nacional Blend,Touriga Nacional-Cabernet Sauvignon,Trajadura,Traminer,Traminette,Trebbiano,Trebbiano Spoletino,Treixadura,Trepat,Trincadeira,Trollinger,Trousseau,Trousseau Gris,Tsapournakos,Tsolikouri,Turbiana,Tămâioasă Românească,Ugni Blanc,Ugni Blanc-Colombard,Uva di Troia,Uvalino,Valdiguié,Valvin Muscat,Veltliner,Verdeca,Verdejo,Verdejo-Sauvignon Blanc,Verdejo-Viura,Verdelho,Verdicchio,Verdil,Verdosilla,Verduzzo Friulano ,Vermentino,Vernaccia,Vespolina,Vidadillo,Vidal,Vidal Blanc,Vignoles,Vilana,Vinhão,Viognier,Viognier-Chardonnay,Viognier-Gewürztraminer,Viognier-Grenache Blanc,Viognier-Marsanne,Viognier-Roussanne,Viosinho,Vital,Vitovska,Viura,Viura-Chardonnay,Viura-Verdejo,Vranac,Vranec,Weissburgunder,Welschriesling,White Blend,White Port,White Riesling,Xarel-lo,Xinisteri,Xinomavro,Xynisteri,Yapincak,Zelen,Zibibbo,Zierfandler,Zierfandler-Rotgipfler,Zinfandel,Zlahtina,Zweigelt,Çalkarası,Žilavka
Alexander Peartree,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,6,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,43,0,0,0,0,2,1,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,12,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,16,1,0,0,0,0,0,0,0,0,2,0,0,0,4,0,3,0,0,0,12,0,0,0,2,0,1,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,27,0,3,0,0,0,26,0,0,1,0,0,0,0,0,0,0,0,16,0,0,0,7,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Anna Lee C. Iijima,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,8,0,0,3,0,0,0,0,0,0,0,0,0,1,12,0,0,0,79,0,0,0,0,0,0,0,226,1,0,2,0,3,0,1,0,94,0,0,0,0,3,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,1,22,0,291,0,0,0,1,0,0,0,1,0,2,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,22,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,1,0,6,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,153,3,0,0,0,0,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,5,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,20,122,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,8,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,1,0,0,0,0,0,0,0,38,0,0,0,29,1,59,0,0,0,201,0,0,0,0,0,0,10,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,0,0,0,2,3,2135,1,3,13,0,0,0,0,0,0,3,0,146,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,10,1,2,73,0,0,0,0,1,0,0,0,0,0,0,6,0,1,0,0,0,0,10,0,4,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,80,63,3,0,0,0,18,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,10,0,0,0,0,0,0,0,0,0,0,0,3,5,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,20,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,1,12,3,75,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0
